No,customerID,CheckingAccount,SavingAccount,CertificatesofDeposit,Mortgages,Loans,CreditCard,DebitCard,CreditScore,TotalRelationshipCount,ContactsCount12month,TotalTransactionCount,CustomerSince,Churn
2394,5136-KCKGI,Yes,Yes,Yes,No,Yes,No,Premium,593,5,2,559,8/8/2014,Yes
5966,5975-BAICR,Yes,No,Yes,No,Yes,Platinum,Premium,829,5,2,880,8/8/2014,No
3326,0697-ZMSWS,Yes,Yes,No,No,No,Standart,Premium,618,4,2,410,8/7/2014,Yes
3729,6352-GIGGQ,Yes,Yes,Yes,Yes,Yes,Premium,Premium,506,7,3,454,8/6/2014,No
6841,1724-IQWNM,Yes,No,No,Yes,Yes,Gold,Standart,394,5,1,127,8/6/2014,No
6949,2750-BJLSB,Yes,No,Yes,No,Yes,Standart,Premium,602,5,0,955,8/6/2014,No
725,5244-IRFIH,Yes,Yes,No,No,No,Standart,Gold,796,4,1,788,8/5/2014,Yes
3733,3082-YVEKW,Yes,Yes,Yes,No,Yes,Premium,Standart,847,6,2,960,8/3/2014,No
6319,0547-HURJB,Yes,No,No,Yes,No ,Premium,No,731,4,1,867,8/3/2014,No
1618,4939-KYYPY,Yes,Yes,No,No,Yes,Standart,No,610,4,1,295,8/2/2014,No
4250,7919-ZODZZ,Yes,No,No,Yes,Yes,No,Premium,380,4,1,319,7/30/2014,No
761,4013-GUXND,Yes,No,No,Yes,No ,Gold,No,609,4,2,824,7/29/2014,No
965,9117-SHLZX,Yes,No,No,No,No,Gold,Standart,729,3,0,217,7/29/2014,Yes
2376,0013-SMEOE,Yes,No,Yes,Yes,Yes,Premium,Standart,804,6,4,947,7/29/2014,No
1171,9127-FHJBZ,Yes,Yes,Yes,Yes,Yes,Standart,Standart,821,7,0,781,7/28/2014,No
1576,2003-CKLOR,Yes,No,No,Yes,Yes,Standart,No,461,4,2,207,7/27/2014,Yes
3071,7351-MHQVU,No,Yes,Yes,Yes,No,Platinum,No,422,4,2,230,7/26/2014,No
3379,5766-FTRTS,Yes,No,Yes,Yes,Yes,No,Standart,607,5,2,592,7/24/2014,No
4883,8404-VIOMB,No,Yes,Yes,Yes,Yes,Premium,Standart,829,6,0,921,7/23/2014,No
5297,8745-PVESG,No,Yes,Yes,No,Yes,Premium,Premium,827,5,1,703,7/22/2014,No
6986,6967-PEJLL,No,Yes,Yes,No,Yes,Standart,Premium,785,5,1,176,7/21/2014,No
779,3758-CKOQL,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,839,7,4,982,7/20/2014,No
5759,5847-MXBEO,Yes,No,No,Yes,No ,Gold,Premium,456,5,1,998,7/16/2014,No
3995,0406-BPDVR,Yes,Yes,No,Yes,No,Platinum,Premium,622,5,1,908,7/15/2014,Yes
755,0139-IVFJG,Yes,No,Yes,Yes,No,Standart,No,559,4,1,751,7/14/2014,No
86,4445-ZJNMU,Yes,Yes,No,Yes,No,Platinum,Platinum,822,5,2,606,7/13/2014,No
413,5233-AOZUF,Yes,Yes,No,No,No,Standart,Gold,631,4,2,289,7/13/2014,No
2361,7064-JHXCE,Yes,No,No,Yes,No ,Premium,Standart,771,5,1,116,7/13/2014,No
5612,6847-KJLTS,Yes,Yes,No,No,No,Premium,Gold,508,4,0,968,7/13/2014,No
5913,7248-VZQLC,Yes,Yes,No,Yes,Yes,Premium,Gold,346,6,2,971,7/12/2014,Yes
6754,4114-QMKVN,Yes,Yes,Yes,Yes,No,Premium,Premium,449,6,3,523,7/12/2014,No
4301,1131-ALZWV,Yes,Yes,No,Yes,No ,Premium,Premium,406,6,1,744,7/11/2014,No
2690,8628-MFKAX,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,788,7,2,826,7/10/2014,No
6100,7711-GQBZC,Yes,Yes,No,Yes,No ,Premium,Standart,834,6,3,978,7/10/2014,No
6203,8559-CIZFV,Yes,Yes,Yes,Yes,No,No,Premium,588,5,2,598,7/9/2014,Yes
6784,9867-XOBQA,No,Yes,Yes,Yes,Yes,No,Standart,748,5,2,739,7/7/2014,No
4812,5175-AOBHI,Yes,No,No,No,No,Gold,Standart,786,3,0,511,7/2/2014,Yes
5777,4291-TPNFG,Yes,Yes,Yes,Yes,Yes,Premium,Standart,603,7,3,124,7/1/2014,No
5521,8034-RYTVV,Yes,Yes,Yes,No,Yes,Platinum,Premium,796,6,0,504,6/29/2014,No
3114,0396-YCHWO,Yes,Yes,No,No,No,Standart,Gold,821,4,0,510,6/28/2014,No
4844,0902-XKXPN,Yes,No,No,Yes,No ,Premium,Standart,696,5,1,723,6/28/2014,No
4469,7083-YNSKY,Yes,Yes,No,Yes,Yes,Premium,Premium,400,6,1,940,6/25/2014,Yes
442,5628-RKIFK,Yes,Yes,Yes,No,No,Platinum,No,792,4,0,255,6/24/2014,No
6527,3190-XFANI,Yes,Yes,No,No,No,Premium,Premium,741,4,2,738,6/22/2014,Yes
1510,1092-GANHU,Yes,No,No,No,Yes,Standart,Platinum,387,4,1,791,6/21/2014,Yes
3034,5795-KTGUD,Yes,Yes,Yes,Yes,Yes,Premium,Standart,665,7,2,742,6/21/2014,No
5410,6005-OBZPH,Yes,Yes,No,Yes,No,Standart,Gold,763,5,2,530,6/21/2014,Yes
5294,2242-MFOTG,Yes,Yes,Yes,No,No,Premium,Premium,819,5,2,695,6/20/2014,No
6057,8331-ZXFOE,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,708,7,1,606,6/19/2014,No
3770,2129-ALKBS,Yes,Yes,No,Yes,Yes,Standart,Platinum,723,6,3,528,6/17/2014,No
45,4080-IIARD,Yes,Yes,Yes,Yes,No,Standart,Platinum,808,6,0,296,6/16/2014,No
5536,2404-JIBFC,Yes,Yes,Yes,No,Yes,Premium,Standart,810,6,0,553,6/15/2014,No
2359,6974-DAFLI,Yes,No,No,Yes,No ,Standart,Premium,798,5,1,850,6/14/2014,No
4851,0931-MHTEM,Yes,No,Yes,Yes,No,Platinum,Premium,681,5,1,811,6/14/2014,No
145,1131-QQZEB,Yes,Yes,No,Yes,No ,Premium,Standart,843,6,2,296,6/13/2014,No
4980,9593-CVZKR,Yes,Yes,No,Yes,Yes,Gold,Standart,365,6,3,882,6/13/2014,No
2530,0022-TCJCI,Yes,No,Yes,No,Yes,Platinum,Premium,705,5,1,999,6/12/2014,Yes
2730,1143-NMNQJ,Yes,Yes,No,No,No,Standart,Standart,784,4,1,423,6/12/2014,Yes
4538,1100-DDVRV,No,Yes,No,Yes,No,Gold,Platinum,787,4,0,885,6/12/2014,No
5406,4097-YODCF,Yes,Yes,Yes,Yes,No,Standart,Premium,408,6,2,680,6/10/2014,No
1600,5816-JMLGY,Yes,No,No,Yes,Yes,Premium,Standart,748,5,3,583,6/8/2014,No
6065,7568-PODML,No,Yes,No,No,No,Gold,Standart,760,3,2,698,6/8/2014,Yes
6609,4576-CSAJH,Yes,No,No,Yes,No,Platinum,Premium,539,4,1,927,6/8/2014,Yes
4832,4654-GGUII,No,Yes,Yes,Yes,No,Gold,Premium,484,5,0,932,6/7/2014,No
743,5138-WVKYJ,Yes,Yes,Yes,No,No,Standart,No,769,4,0,519,6/6/2014,Yes
3541,1053-MXTTK,Yes,No,Yes,Yes,Yes,Premium,Standart,812,6,4,455,6/6/2014,No
4097,0829-XXPLX,Yes,No,Yes,No,Yes,Premium,Platinum,757,5,0,938,6/3/2014,No
4601,1741-WTPON,Yes,Yes,Yes,Yes,Yes,No,Standart,827,6,4,538,6/3/2014,No
6081,9526-BIHHD,No,Yes,Yes,No,No,Gold,No,508,3,2,536,6/3/2014,Yes
4621,8513-OLYGY,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,473,7,1,683,6/2/2014,No
362,5229-DTFYB,Yes,No,No,Yes,No,Premium,Standart,610,4,0,292,6/1/2014,No
5988,1099-GODLO,Yes,No,No,Yes,No ,Gold,Standart,485,5,3,449,6/1/2014,No
4257,8207-VVMYB,Yes,Yes,No,Yes,Yes,Premium,Standart,838,6,2,958,5/28/2014,No
164,4648-YPBTM,Yes,Yes,No,Yes,Yes,Premium,Standart,808,6,1,392,5/27/2014,No
4578,0471-ARVMX,Yes,Yes,Yes,No,Yes,Standart,Premium,418,6,3,646,5/26/2014,No
4725,5073-RZGBK,Yes,Yes,Yes,Yes,Yes,Premium,Premium,569,7,0,914,5/25/2014,No
1723,9060-HJJRW,No,Yes,No,Yes,Yes,Platinum,Premium,663,5,0,140,5/24/2014,No
3808,8625-AZYZY,Yes,Yes,No,Yes,Yes,Standart,Gold,832,6,1,596,5/24/2014,Yes
4477,7434-SHXLS,Yes,No,No,Yes,No ,Gold,No,558,4,1,797,5/24/2014,Yes
7006,9347-AERRL,Yes,No,No,Yes,No ,Premium,Premium,842,5,1,566,5/24/2014,No
1956,0701-RFGFI,Yes,Yes,No,No,No,Premium,Gold,619,4,0,981,5/21/2014,No
6749,6230-BSUXY,Yes,No,No,No,Yes,Standart,Standart,543,4,0,891,5/20/2014,Yes
5119,7621-VPNET,Yes,Yes,No,No,Yes,Platinum,Gold,767,5,2,512,5/19/2014,No
6883,8065-QBYTO,Yes,Yes,Yes,Yes,No,Platinum,Premium,803,6,0,675,5/18/2014,No
4970,2303-PJYHN,Yes,No,No,Yes,No ,Premium,No,657,4,1,833,5/17/2014,No
5025,8774-GSBUN,Yes,Yes,No,Yes,No ,Gold,Standart,540,6,2,802,5/16/2014,No
5701,3312-ZWLGF,Yes,Yes,No,No,No,Standart,Gold,587,4,3,970,5/15/2014,No
4087,2235-EZAIK,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,353,7,0,740,5/14/2014,No
2214,5197-YPYBZ,Yes,Yes,No,Yes,No ,Premium,Standart,831,6,3,334,5/13/2014,No
4077,1325-USMEC,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,803,7,0,352,5/13/2014,No
970,3158-MOERK,Yes,Yes,No,No,No,Standart,Standart,573,4,1,206,5/12/2014,Yes
6000,6733-LRIZX,Yes,Yes,Yes,No,Yes,Standart,Standart,729,6,3,260,5/12/2014,No
2013,6845-RGTYS,Yes,Yes,Yes,Yes,Yes,Standart,Gold,596,7,0,207,5/11/2014,Yes
4273,1043-YCUTE,Yes,Yes,No,Yes,Yes,Premium,Standart,837,6,1,181,5/10/2014,Yes
6693,8591-NXRCV,Yes,Yes,Yes,No,Yes,Premium,Gold,381,6,0,288,5/9/2014,No
149,6440-DKQGE,Yes,No,No,Yes,Yes,Platinum,Premium,507,5,2,208,5/8/2014,No
4041,9581-GVBXT,No,Yes,Yes,No,Yes,Gold,Premium,842,5,3,647,5/8/2014,No
4604,3594-KADLU,No,Yes,Yes,No,No,Gold,No,754,3,1,591,5/5/2014,No
1158,5268-DSMNQ,Yes,Yes,No,Yes,Yes,Platinum,Premium,721,6,3,706,5/4/2014,No
4421,1544-JJMYL,Yes,No,Yes,No,Yes,Platinum,Premium,813,5,2,936,5/4/2014,No
6911,0530-IJVDB,Yes,Yes,Yes,Yes,Yes,Standart,Standart,536,7,2,582,5/4/2014,No
1698,3795-GWTRD,Yes,No,Yes,Yes,Yes,Platinum,Standart,794,6,0,440,5/3/2014,No
3962,7421-ZLUPA,No,Yes,No,Yes,No,Gold,Premium,539,4,3,695,5/3/2014,No
1427,8752-GHJFU,Yes,Yes,Yes,Yes,Yes,Standart,Premium,668,7,2,266,5/1/2014,No
2936,9435-JMLSX,Yes,No,Yes,Yes,Yes,Premium,Standart,827,6,3,940,5/1/2014,No
3033,5696-EXCYS,Yes,No,No,Yes,No ,Premium,Standart,519,5,3,730,4/30/2014,No
1416,5223-UZAVK,Yes,No,Yes,Yes,No,Platinum,Premium,688,5,3,694,4/27/2014,No
6619,8404-FYDIB,Yes,Yes,Yes,Yes,No,Platinum,Gold,723,6,0,373,4/26/2014,No
3,3668-QPYBK,Yes,No,Yes,Yes,No,No,Standart,579,4,0,726,4/24/2014,Yes
2921,9453-PATOS,Yes,No,Yes,Yes,Yes,No,Standart,837,5,3,978,4/24/2014,No
3256,4827-LTQRJ,Yes,Yes,Yes,Yes,No,Platinum,Premium,715,6,2,725,4/24/2014,No
4334,5325-UWTWJ,Yes,Yes,Yes,Yes,No,Platinum,Gold,796,6,4,770,4/24/2014,No
6333,4378-MYPGO,Yes,No,Yes,Yes,Yes,Premium,Standart,821,6,0,329,4/24/2014,No
5402,5124-EOGYE,Yes,No,No,Yes,No ,Gold,Standart,449,5,2,747,4/20/2014,No
722,8434-VGEQQ,Yes,No,No,Yes,No ,Premium,Standart,744,5,1,565,4/19/2014,No
973,0556-FJEGU,Yes,No,No,Yes,Yes,Premium,Standart,461,5,1,226,4/19/2014,No
851,6007-TCTST,Yes,Yes,Yes,Yes,Yes,Premium,Standart,717,7,1,213,4/17/2014,No
2873,8148-NLEGT,Yes,Yes,No,Yes,No ,Standart,Standart,722,6,3,107,4/17/2014,No
6508,5708-EVONK,Yes,Yes,Yes,Yes,No,Premium,Gold,460,6,1,555,4/17/2014,Yes
241,7301-ABVAD,Yes,Yes,No,Yes,Yes,Premium,Standart,831,6,4,678,4/16/2014,No
333,2379-GYFLQ,Yes,Yes,No,Yes,Yes,Platinum,Premium,838,6,2,263,4/15/2014,No
4332,5743-KHMNA,Yes,Yes,No,Yes,No ,Premium,Standart,817,6,0,609,4/15/2014,No
4793,7067-KSAZT,Yes,Yes,No,Yes,Yes,Standart,Premium,820,6,1,588,4/15/2014,Yes
614,6689-VRRTK,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,645,7,2,256,4/14/2014,No
4170,3663-MITLP,Yes,No,No,Yes,Yes,Standart,Platinum,844,5,0,866,4/14/2014,Yes
5855,7876-BEUTG,Yes,Yes,No,No,No,Gold,No,671,3,2,651,4/13/2014,No
2600,6384-VMJHP,Yes,No,Yes,Yes,Yes,Platinum,Standart,814,6,1,389,4/11/2014,No
4263,5485-WUYWF,Yes,No,Yes,No,Yes,Premium,No,588,4,1,990,4/10/2014,Yes
2120,9805-FILKB,Yes,No,No,Yes,Yes,Premium,Premium,779,5,0,717,4/8/2014,No
1169,5562-BETPV,Yes,No,No,Yes,No ,Gold,Premium,300,5,0,759,4/7/2014,No
3878,2898-LSJGD,No,Yes,Yes,No,Yes,Standart,Premium,783,5,0,822,4/7/2014,Yes
4676,7486-KSRVI,Yes,Yes,No,No,No,Standart,Premium,617,4,2,198,4/6/2014,Yes
506,5609-CEBID,Yes,Yes,No,Yes,Yes,Standart,Platinum,847,6,1,223,4/5/2014,Yes
4288,6425-YQLLO,Yes,Yes,No,No,Yes,Platinum,Premium,649,5,1,230,4/5/2014,Yes
6155,8901-UPRHR,Yes,Yes,No,Yes,Yes,Premium,Standart,829,6,3,772,4/5/2014,No
603,1096-ADRUX,Yes,Yes,No,No,No,Premium,Premium,708,4,2,216,4/4/2014,No
2410,3275-RHRNE,No,Yes,No,Yes,Yes,Platinum,Premium,585,5,0,702,4/4/2014,No
4340,6992-TKNYO,Yes,Yes,No,No,Yes,Platinum,Premium,735,5,0,664,4/4/2014,No
2276,7180-PISOG,Yes,Yes,No,No,No,Standart,Standart,555,4,1,935,4/3/2014,Yes
6216,2446-BEGGB,Yes,Yes,No,Yes,No,Standart,No,771,4,1,930,4/2/2014,Yes
3874,7340-KEFQE,No,Yes,Yes,No,No,Premium,Standart,733,4,0,730,4/1/2014,No
6892,7853-OETYL,No,Yes,Yes,No,No,Standart,Standart,749,4,2,932,3/31/2014,No
2569,2266-FUBDZ,Yes,No,No,Yes,No ,Gold,Standart,412,5,1,339,3/29/2014,No
3233,2703-AMTUL,Yes,No,Yes,Yes,No,No,Premium,561,4,3,319,3/29/2014,No
4873,8125-QPFJD,Yes,Yes,Yes,No,Yes,Premium,Standart,847,6,3,261,3/29/2014,No
863,0947-MUGVO,Yes,No,No,Yes,No,Standart,Platinum,802,4,1,254,3/28/2014,Yes
4666,3884-UEBXB,No,Yes,Yes,Yes,No,Premium,Standart,810,5,1,703,3/28/2014,No
3429,8749-JMNKX,Yes,Yes,Yes,No,Yes,Premium,Gold,505,6,1,776,3/26/2014,Yes
3692,2150-WLKUW,Yes,Yes,No,Yes,No,Premium,Premium,752,5,0,758,3/25/2014,No
384,5167-ZFFMM,Yes,Yes,No,Yes,No,Platinum,Standart,837,5,2,219,3/22/2014,Yes
142,4080-OGPJL,Yes,Yes,Yes,No,No,Standart,No,342,4,1,276,3/21/2014,Yes
4426,3059-NGMXB,Yes,Yes,Yes,Yes,No,No,No,403,4,2,921,3/20/2014,No
2784,4760-THGOT,Yes,Yes,Yes,Yes,No,Standart,Gold,822,6,1,853,3/19/2014,No
6340,7623-TRNQN,Yes,No,No,No,No,Gold,Standart,561,3,1,744,3/19/2014,Yes
564,6103-LIANB,Yes,Yes,No,No,Yes,Platinum,Standart,545,5,1,332,3/18/2014,No
2636,9953-ZMKSM,Yes,Yes,No,Yes,No ,Gold,Standart,579,6,0,338,3/18/2014,No
2807,3259-QMXUN,Yes,Yes,Yes,Yes,Yes,Standart,Standart,698,7,0,788,3/18/2014,No
436,2320-SLKMB,No,Yes,No,No,Yes,Premium,Platinum,551,4,1,906,3/17/2014,No
5407,9715-WZCLW,Yes,Yes,Yes,No,No,Standart,Standart,729,5,0,951,3/17/2014,No
1112,9763-PDTKK,Yes,No,Yes,No,Yes,Premium,Premium,847,5,2,279,3/16/2014,Yes
6290,9053-JZFKV,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,579,7,0,404,3/16/2014,Yes
6544,8050-XGRVL,Yes,No,Yes,No,Yes,Platinum,Premium,628,5,1,906,3/16/2014,No
5984,0212-ISBBF,No,Yes,No,Yes,No,Standart,Platinum,581,4,2,880,3/15/2014,No
660,2085-JVGAD,Yes,No,No,Yes,No ,Premium,No,778,4,2,293,3/14/2014,No
3085,8631-XVRZL,Yes,No,No,Yes,Yes,Gold,Premium,420,5,2,341,3/14/2014,No
1281,2388-LAESQ,Yes,Yes,Yes,Yes,Yes,Premium,Standart,518,7,1,700,3/12/2014,No
1672,1442-OKRJE,Yes,No,Yes,Yes,Yes,Premium,Premium,475,6,2,206,3/8/2014,No
3852,0206-OYVOC,Yes,No,No,Yes,Yes,Gold,Standart,334,5,3,624,3/8/2014,No
2797,0058-EVZWM,Yes,Yes,Yes,No,No,Premium,Gold,817,5,3,665,3/6/2014,No
3421,8663-UPDGF,Yes,Yes,Yes,Yes,No,Premium,Platinum,820,6,1,562,3/6/2014,No
245,4522-AKYLR,Yes,No,No,Yes,Yes,Standart,No,511,4,2,529,3/5/2014,No
492,6778-YSNIH,Yes,No,No,Yes,No,Standart,Standart,749,4,0,286,3/5/2014,No
5806,1697-NVVGY,Yes,No,Yes,No,Yes,Premium,No,625,4,1,322,3/5/2014,No
3520,5019-GQVCR,Yes,Yes,No,No,No,Standart,Gold,588,4,3,887,3/1/2014,No
115,5256-SKJGO,No,Yes,No,Yes,No,Standart,Standart,352,4,0,228,2/28/2014,No
4030,0019-GFNTW,No,Yes,Yes,Yes,Yes,Premium,Standart,816,6,1,747,2/28/2014,No
2867,7517-LDMPS,Yes,No,No,Yes,No,Standart,Platinum,555,4,3,395,2/27/2014,No
3234,0928-JMXNP,No,Yes,No,No,Yes,Standart,Standart,381,4,2,280,2/26/2014,No
4252,6867-ACCZI,No,Yes,Yes,Yes,Yes,No,Standart,629,5,3,983,2/26/2014,No
6027,4770-QAZXN,Yes,No,No,Yes,No ,Premium,No,763,4,0,270,2/25/2014,No
6470,7945-PRBVF,Yes,No,No,Yes,No ,Premium,Standart,747,5,2,251,2/25/2014,No
5482,8473-VUVJN,Yes,Yes,No,No,No,Standart,Standart,638,4,0,653,2/21/2014,Yes
1555,9313-QOLTZ,Yes,No,No,Yes,No ,Gold,No,559,4,2,284,2/20/2014,No
5023,2599-CIPQE,Yes,No,Yes,Yes,Yes,Platinum,Standart,829,6,0,755,2/16/2014,No
1697,8593-WHYHV,Yes,Yes,No,No,No,Standart,Premium,775,4,0,264,2/15/2014,Yes
5668,6469-QJKZW,Yes,No,No,Yes,No ,Standart,No,381,4,2,453,2/13/2014,No
6028,4896-CPRPF,Yes,Yes,No,Yes,No ,Premium,Standart,805,6,2,276,2/13/2014,No
383,8204-YJCLA,No,Yes,Yes,Yes,Yes,Premium,Standart,825,6,2,242,2/10/2014,No
239,0094-OIFMO,Yes,No,No,Yes,No,Standart,Platinum,405,4,1,644,2/9/2014,Yes
5171,7721-DVEKZ,Yes,No,No,Yes,No ,Gold,No,634,4,1,810,2/9/2014,No
6465,4726-DLWQN,Yes,Yes,Yes,Yes,No,Premium,Gold,458,6,2,217,2/9/2014,No
957,3261-CQXOL,Yes,Yes,No,Yes,No ,Premium,Standart,842,6,1,202,2/8/2014,No
2029,4452-ROHMO,Yes,No,No,Yes,No ,Gold,Standart,506,5,0,264,2/7/2014,No
399,2519-ERQOJ,No,Yes,No,No,Yes,Standart,Platinum,395,4,0,217,2/4/2014,No
4918,6040-CGACY,Yes,No,No,Yes,No ,Gold,No,711,4,1,456,2/4/2014,No
687,5313-FPXWG,Yes,Yes,No,Yes,Yes,Premium,Premium,536,6,0,275,2/2/2014,No
2335,9121-PHQSR,Yes,Yes,No,No,No,Platinum,Platinum,803,4,0,384,2/1/2014,No
705,1456-TWCGB,Yes,No,No,Yes,No,Gold,No,724,3,0,664,1/30/2014,No
930,8812-ZRHFP,Yes,No,No,No,Yes,Standart,Premium,791,4,1,245,1/30/2014,No
6230,6631-HMANX,Yes,Yes,No,Yes,Yes,Platinum,Standart,711,6,1,794,1/30/2014,No
3237,5402-HTOTQ,Yes,Yes,No,Yes,No,Standart,No,466,4,0,394,1/29/2014,No
6941,2314-TNDJQ,No,Yes,Yes,Yes,Yes,Platinum,Standart,785,6,3,770,1/29/2014,No
138,3774-VBNXY,Yes,No,No,Yes,No ,Gold,Standart,332,5,0,261,1/27/2014,No
5365,9050-QLROH,Yes,Yes,No,No,Yes,Platinum,Platinum,696,5,0,560,1/27/2014,Yes
4006,2565-JSLRY,Yes,Yes,No,Yes,Yes,Gold,Standart,313,6,0,781,1/26/2014,Yes
5614,3913-FCUUW,Yes,Yes,Yes,Yes,Yes,Premium,Standart,774,7,2,982,1/26/2014,No
5841,1534-OULXE,Yes,No,Yes,No,No,Premium,Premium,506,4,2,523,1/26/2014,No
1352,7266-GSSJX,Yes,No,No,Yes,Yes,Standart,Premium,668,5,0,297,1/25/2014,No
2972,9348-ROUAI,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,840,7,1,515,1/25/2014,No
2319,6463-HHXJR,Yes,Yes,Yes,Yes,Yes,Premium,Standart,798,7,1,720,1/24/2014,No
515,2475-MROZF,Yes,Yes,Yes,Yes,Yes,Platinum,Gold,574,7,1,244,1/23/2014,No
1206,6358-LYNGM,Yes,Yes,No,No,No,Standart,Standart,505,4,1,251,1/23/2014,Yes
2095,1057-FOGLZ,Yes,No,No,Yes,No ,Gold,No,637,4,1,994,1/23/2014,No
625,1009-IRMNA,Yes,No,No,Yes,No ,Premium,No,682,4,0,287,1/21/2014,Yes
2673,2150-OEGBV,Yes,No,No,Yes,No ,Premium,Premium,757,5,0,638,1/21/2014,No
6662,3704-IEAXF,No,Yes,No,Yes,No,Platinum,Standart,327,4,0,345,1/21/2014,No
3809,7785-RDVIG,Yes,No,No,Yes,No ,Gold,No,567,4,2,697,1/19/2014,No
3070,1784-BXEFA,Yes,No,No,Yes,Yes,Gold,Standart,412,5,3,132,1/16/2014,No
1748,3198-VELRD,Yes,Yes,No,No,No,Premium,Premium,773,4,2,403,1/15/2014,Yes
5479,3374-TTZTK,Yes,No,Yes,Yes,Yes,Standart,Standart,702,6,0,535,1/15/2014,No
482,0447-BEMNG,No,Yes,Yes,No,Yes,Premium,Gold,623,5,1,201,1/14/2014,Yes
1072,3097-NNSPB,Yes,No,No,Yes,No,Premium,Standart,717,4,1,220,1/14/2014,Yes
2301,4800-CZMPC,Yes,Yes,Yes,Yes,No,Platinum,Premium,736,6,0,972,1/14/2014,Yes
2771,6100-QQHEB,Yes,Yes,No,No,No,Standart,Platinum,473,4,1,807,1/14/2014,Yes
2785,7295-JOMMD,Yes,No,No,No,Yes,Premium,Premium,647,4,2,760,1/14/2014,Yes
3633,2203-GHNWN,Yes,Yes,No,No,Yes,No,Platinum,751,4,0,468,1/14/2014,No
387,0533-BNWKF,Yes,Yes,No,Yes,Yes,Standart,Gold,822,6,1,228,1/13/2014,Yes
948,9904-EHEVJ,Yes,Yes,No,No,Yes,No,Gold,675,4,0,325,1/13/2014,No
3195,6397-JNZZG,No,Yes,No,Yes,Yes,Platinum,No,814,4,0,858,1/12/2014,Yes
4735,4106-HADHQ,Yes,No,Yes,No,Yes,Platinum,Premium,610,5,0,476,1/11/2014,Yes
4372,3372-CDXFJ,Yes,Yes,No,Yes,No ,Premium,Premium,558,6,4,947,1/10/2014,No
4848,8696-JKZNU,Yes,Yes,No,No,No,Standart,Gold,521,4,0,708,1/10/2014,Yes
2051,4872-JCVCA,No,Yes,Yes,Yes,Yes,Premium,Standart,836,6,3,201,1/9/2014,No
562,7343-EOBEU,Yes,Yes,No,Yes,Yes,Gold,Standart,406,6,3,652,1/5/2014,No
3297,2229-VWQJH,Yes,No,No,No,Yes,Premium,Platinum,819,4,1,577,1/5/2014,No
293,2294-SALNE,Yes,No,No,Yes,Yes,No,Premium,539,4,1,249,1/4/2014,No
6194,5716-LIBJC,Yes,Yes,No,Yes,Yes,Platinum,Premium,720,6,1,885,1/4/2014,No
2217,8495-LJDFO,Yes,Yes,Yes,No,Yes,Premium,Gold,421,6,3,900,1/3/2014,No
5922,0068-FIGTF,Yes,No,No,Yes,Yes,No,Premium,573,4,0,785,1/3/2014,No
1574,5014-WUQMG,Yes,No,Yes,Yes,Yes,Standart,Premium,554,6,3,298,1/2/2014,No
5077,1644-IRKSF,Yes,No,No,No,Yes,Standart,Premium,569,4,0,342,1/2/2014,Yes
5323,8731-WBBMB,Yes,No,No,Yes,Yes,Premium,No,698,4,1,721,12/31/2013,No
859,3224-DFQNQ,Yes,Yes,Yes,Yes,No,Standart,Premium,816,6,4,228,12/30/2013,No
1241,2120-SMPEX,Yes,No,No,Yes,Yes,Gold,No,580,4,1,223,12/30/2013,No
6207,2279-AXJJK,Yes,Yes,No,Yes,No,Platinum,Gold,689,5,0,958,12/30/2013,No
4008,1073-XXCZD,Yes,Yes,No,Yes,No ,Premium,Standart,839,6,1,732,12/28/2013,No
5465,3458-IDMFK,Yes,No,No,Yes,Yes,Gold,Standart,408,5,0,439,12/28/2013,No
6171,2220-IAHLS,Yes,No,No,Yes,No ,Premium,No,772,4,0,747,12/26/2013,No
6701,8107-RZLNV,Yes,Yes,No,Yes,Yes,Premium,Standart,826,6,2,620,12/25/2013,No
4311,8908-NMQTX,No,Yes,Yes,Yes,Yes,Premium,Standart,850,6,0,657,12/24/2013,No
3050,0268-QKIWO,Yes,No,No,Yes,No ,Standart,No,354,4,1,157,12/23/2013,Yes
2342,4304-TSPVK,Yes,Yes,Yes,Yes,Yes,Premium,Standart,657,7,0,988,12/21/2013,No
4177,4685-TFLLS,Yes,No,No,Yes,No ,Premium,Premium,792,5,4,265,12/21/2013,No
4700,5855-EIBDE,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,495,7,0,963,12/20/2013,No
6531,0230-UBYPQ,No,Yes,Yes,No,No,Premium,Premium,771,4,0,834,12/20/2013,No
6597,0083-PIVIK,Yes,Yes,Yes,Yes,Yes,Standart,Premium,691,7,3,538,12/20/2013,No
1541,2796-UUZZO,Yes,No,No,Yes,Yes,Platinum,Gold,662,5,0,228,12/18/2013,No
2869,5226-NOZFC,Yes,No,No,Yes,No,Standart,Gold,698,4,2,816,12/18/2013,No
3069,1810-BOHSY,Yes,Yes,Yes,Yes,No,Platinum,Premium,829,6,0,702,12/18/2013,No
